attribute_id,name,sequence,code
Expansion Options,"1 PCIe x16 in x16 PCIe slot with dual height (4.4' H x 9.5"" L)",552,"1_pcie_x16_in_x16_pcie_slot_with_dual_height_4.4'_h_x_9.5""_l"
Expansion Options,"1 PCIe x16 in x16 PCIe slot with single slot height (4.4"" H x 9.5"" L)",554,"1_pcie_x16_in_x16_pcie_slot_with_single_slot_height_4.4""_h_x_9.5""_l"
Expansion Options,1 PCIe x4 slot,570,1_pcie_x4_slot
Expansion Options,1 PCIe x8 slot,580,1_pcie_x8_slot
Expansion Options,1 PCIe x8 slot (AU910),590,1_pcie_x8_slot_au910
Expansion Options,1 PCIe x8 slot (AU972),600,1_pcie_x8_slot_au972
Expansion Options,1 PCIe x8 slot (optional riser card),610,1_pcie_x8_slot_optional_riser_card
Expansion Options,1 PCIe x8 slot (PCIe x4 lanes),620,1_pcie_x8_slot_pcie_x4_lanes
Expansion Options,1 SIM Card header,630,1_sim_card_header
Expansion Options,1 SIM Card socket,640,1_sim_card_socket
Expansion Options,1 SIM Card socket (external),650,1_sim_card_socket_external
Expansion Options,2 Cincoze CFM slots,670,2_cincoze_cfm_slots
Expansion Options,2 Cincoze Modular I/O slots,680,2_cincoze_modular_io_slots
Expansion Options,2 Full-size mPCIe,690,2_fullsize_mpcie
Expansion Options,2 Full-size mPCIe (shared with mSATA),700,2_fullsize_mpcie_shared_with_msata
Expansion Options,2 I/O Expansion slots,710,2_io_expansion_slots
Expansion Options,2 M.2 2242/60/80,720,2_m2_22426080
Expansion Options,2 mPCIe (1 full or half-size mux mSATA and 1 full-size),730,2_mpcie_1_full_or_halfsize_mux_msata_and_1_fullsize
Expansion Options,2 mPCIe (full or half-size),750,2_mpcie_full_or_halfsize
Expansion Options,2 mPCIe (full-size),770,2_mpcie_fullsize
Expansion Options,2 PCIe 3.0 x16 slots (x16 lanes),790,2_pcie_30_x16_slots_x16_lanes
Expansion Options,2 PCIe 3.0 x8 slots (x8 lanes redirected from x16 slots when used),800,2_pcie_30_x8_slots_x8_lanes_redirected_from_x16_slots_when_used
Expansion Options,2 PCIe x16 slots,810,2_pcie_x16_slots
Expansion Options,2 PCIe x16 slots (x8 PCIe lanes each),820,2_pcie_x16_slots_x8_pcie_lanes_each
Expansion Options,"2 PCIe x16 (8 lanes each) with single slot height (4.4"" H x 9.5"" L)",822,"2_pcie_x16_8_lanes_each_with_single_slot_height_4.4""_h_x_9.5""_l"
Expansion Options,2 PCIe x4 slots,830,2_pcie_x4_slots
Expansion Options,2 PCIe x8 slots,840,2_pcie_x8_slots
Expansion Options,2 PCIe x8 slots (Optional),860,2_pcie_x8_slots_optional
Expansion Options,2 PCIe x8 slots (x4 PCIe lanes each),870,2_pcie_x8_slots_x4_pcie_lanes_each
Expansion Options,2 SIM card sockets (external),880,2_sim_card_sockets_external
Expansion Options,2 SIM Card sockets (internal),890,2_sim_card_sockets_internal
Expansion Options,3 Cincoze Modular I/O slots,900,3_cincoze_modular_io_slots
Expansion Options,3 mPCIe (full-size shared with mSATA),910,3_mpcie_fullsize_shared_with_msata
Expansion Options,3 mPCIe (full-size),920,3_mpcie_fullsize
Expansion Options,3 PCI slots,930,3_pci_slots
Expansion Options,3 PCI slots (Nuvo-6032),940,3_pci_slots_nuvo6032
Expansion Options,3 SIM Card Sockets (internal),960,3_sim_card_sockets_internal
Expansion Options,4 Cincoze Modular I/O slots,970,4_cincoze_modular_io_slots
Expansion Options,4 mPCIe (full-size),980,4_mpcie_fullsize
Expansion Options,6 PCIe Gen 4.0 x16 slots,990,6_pcie_gen_40_x16_slots
Expansion Options,Coming Soon - 1 PCIe Gen 4.0 x16 slot,1010,coming_soon_1_pcie_gen_40_x16_slot
Expansion Options,Front accessible ModBay,1020,front_accessible_modbay
Expansion Options,"Face Plate Expansion (LAN x 2, or COM x 2, or LAN + COM)",,"face_plate_expansion_lan_x_2,_or_com_x_2,_or_lan_+_com"
Expansion Options,SATA 3 Storage,1040,sata_3_storage
Expansion Options,Wi-Fi/4G/Bluetooth Compatible,1050,wifi4gbluetooth_compatible
Fan Bearing Type,Ball-bearing,10,ballbearing
Fan Bearing Type,Dual ball-bearing,20,dual_ballbearing
Fan Bearing Type,Hydraulic Bearing,30,hydraulic_bearing
Fan Bearing Type,Vapo-bearing/MagLev,40,vapobearingmaglev
Graphics/GPU,Intel® UHD Graphics 770,635,intel_uhd_graphics_770
Graphics/GPU,Up to Intel® UHD Graphics 770 (processor dependent),637,up_to_intel_uhd_graphics_770
Graphics/GPU,Intel® UHD Graphics for 12th Gen Intel® Processors up to 32EU,,intel_uhd_graphics_for_12th_gen_intel®_processors_up_to_32eu
Graphics/GPU,AMD Radeon™ E6460,10,amd_radeon_e6460
Graphics/GPU,AMD Radeon™ Graphics,20,amd_radeon_graphics
Graphics/GPU,AMD Radeon™ HD 6250,30,amd_radeon_hd_6250
Graphics/GPU,AMD Radeon™ HD 6310,40,amd_radeon_hd_6310
Graphics/GPU,AMD Radeon™ HD 7000G,50,amd_radeon_hd_7000g
Graphics/GPU,AMD Radeon™ HD 7520G,60,amd_radeon_hd_7520g
Graphics/GPU,AMD Radeon™ HD 7660G,70,amd_radeon_hd_7660g
Graphics/GPU,AMD Radeon™ HD 8000,80,amd_radeon_hd_8000
Graphics/GPU,AMD Radeon™ HD 8210E,90,amd_radeon_hd_8210e
Graphics/GPU,AMD Radeon™ HD 8280E,100,amd_radeon_hd_8280e
Graphics/GPU,AMD Radeon™ HD 8330E,110,amd_radeon_hd_8330e
Graphics/GPU,AMD Radeon™ HD 8400E,120,amd_radeon_hd_8400e
Graphics/GPU,AMD Radeon™ HD E6460,130,amd_radeon_hd_e6460
Graphics/GPU,AMD Radeon™ Vega 11 Graphics,140,amd_radeon_vega_11_graphics
Graphics/GPU,AMD Radeon™ Vega 3 Graphics (R1505G),150,amd_radeon_vega_3_graphics_r1505g
Graphics/GPU,AMD Radeon™ Vega 8 Graphics,160,amd_radeon_vega_8_graphics
Graphics/GPU,AMD Radeon™ Vega 8 Graphics (V1605B),170,amd_radeon_vega_8_graphics_v1605b
Graphics/GPU,AMD RX Vega M GH Graphics (8809G),180,amd_rx_vega_m_gh_graphics_8809g
Graphics/GPU,AMD RX Vega M GL Graphics (8705G),190,amd_rx_vega_m_gl_graphics_8705g
Graphics/GPU,ASPEED AST2300,200,aspeed_ast2300
Graphics/GPU,ASPEED AST2500,210,aspeed_ast2500
Graphics/GPU,Intel 3rd Generation HD Graphics,220,intel_3rd_generation_hd_graphics
Graphics/GPU,Intel 4th Generation HD Graphics,230,intel_4th_generation_hd_graphics
Graphics/GPU,Intel 8th Generation HD Graphics,240,intel_8th_generation_hd_graphics
Graphics/GPU,Intel 9th Generation HD Graphics,250,intel_9th_generation_hd_graphics
Graphics/GPU,Intel Gen9 Graphics DX 12,260,intel_gen9_graphics_dx_12
Graphics/GPU,Intel GMA 2500,270,intel_gma_2500
Graphics/GPU,Intel GMA 3150,280,intel_gma_3150
Graphics/GPU,Intel GMA 3600,290,intel_gma_3600
Graphics/GPU,Intel GMA 3650,300,intel_gma_3650
Graphics/GPU,Intel GMA 4500MHD,310,intel_gma_4500mhd
Graphics/GPU,Intel GMA 950,320,intel_gma_950
Graphics/GPU,Intel HD Graphics,330,intel_hd_graphics
Graphics/GPU,Intel HD Graphics (CPU dependent),340,intel_hd_graphics_cpu_dependent
Graphics/GPU,Intel HD Graphics 2000,350,intel_hd_graphics_2000
Graphics/GPU,Intel HD Graphics 2000/3000/4000 (CPU-dependent),360,intel_hd_graphics_200030004000_cpudependent
Graphics/GPU,Intel HD Graphics 2500,370,intel_hd_graphics_2500
Graphics/GPU,Intel HD Graphics 3000,380,intel_hd_graphics_3000
Graphics/GPU,Intel HD Graphics 400 (Celeron N3160),390,intel_hd_graphics_400_celeron_n3160
Graphics/GPU,Intel HD Graphics 4000,400,intel_hd_graphics_4000
Graphics/GPU,Intel HD Graphics 4000 (CPU-dependent),410,intel_hd_graphics_4000_cpudependent
Graphics/GPU,Intel HD Graphics 405,420,intel_hd_graphics_405
Graphics/GPU,Intel HD Graphics 405 (Pentium N3710),430,intel_hd_graphics_405_pentium_n3710
Graphics/GPU,Intel HD Graphics 4400,440,intel_hd_graphics_4400
Graphics/GPU,Intel HD Graphics 4600,450,intel_hd_graphics_4600
Graphics/GPU,Intel HD Graphics 500,460,intel_hd_graphics_500
Graphics/GPU,Intel HD Graphics 5000,470,intel_hd_graphics_5000
Graphics/GPU,Intel HD Graphics 505,480,intel_hd_graphics_505
Graphics/GPU,Intel HD Graphics 510,490,intel_hd_graphics_510
Graphics/GPU,Intel HD Graphics 510 or 530 (CPU dependent),500,intel_hd_graphics_510_or_530_cpu_dependent
Graphics/GPU,Intel HD Graphics 520,510,intel_hd_graphics_520
Graphics/GPU,Intel HD Graphics 530,520,intel_hd_graphics_530
Graphics/GPU,Intel HD Graphics 5500,530,intel_hd_graphics_5500
Graphics/GPU,Intel HD Graphics 620,540,intel_hd_graphics_620
Graphics/GPU,Intel HD Graphics 630,550,intel_hd_graphics_630
Graphics/GPU,Intel HD Graphics P530,560,intel_hd_graphics_p530
Graphics/GPU,Intel Iris Pro Graphics P580,570,intel_iris_pro_graphics_p580
Graphics/GPU,Intel Iris XE Graphics,580,intel_iris_xe_graphics
Graphics/GPU,"Intel Iris Xe (i5, i7) - Dual Channel memory required",584,"intel_iris_xe_i5,_i7__dual_channel_memory_required"
Graphics/GPU,Intel UHD Graphics,590,intel_uhd_graphics
Graphics/GPU,Intel UHD Graphics 610,600,intel_uhd_graphics_610
Graphics/GPU,Intel UHD Graphics 620,610,intel_uhd_graphics_620
Graphics/GPU,Intel UHD Graphics 630,620,intel_uhd_graphics_630
Graphics/GPU,Intel UHD Graphics P630,630,intel_uhd_graphics_p630
Graphics/GPU,"Intel UHD Graphics (Celeron, i3)",634,"intel_uhd_graphics_celeron,_i3"
Graphics/GPU,Mali-400MP,640,mali400mp
Graphics/GPU,NVIDIA GeForce GTX 1050 (optional),650,nvidia_geforce_gtx_1050_optional
Graphics/GPU,NVIDIA GeForce GTX 1060 (optional),660,nvidia_geforce_gtx_1060_optional
Graphics/GPU,NVIDIA GeForce GTX 1080 (optional),670,nvidia_geforce_gtx_1080_optional
Graphics/GPU,NVIDIA GeForce RTX 2070 (optional),680,nvidia_geforce_rtx_2070_optional
Graphics/GPU,NVIDIA GeForce RTX 2080 (optional),690,nvidia_geforce_rtx_2080_optional
Graphics/GPU,NVIDIA GF119,700,nvidia_gf119
Graphics/GPU,NVIDIA GT 610M,710,nvidia_gt_610m
Graphics/GPU,NVIDIA GT730M GPU,720,nvidia_gt730m_gpu
Graphics/GPU,NVIDIA ION2,730,nvidia_ion2
Graphics/GPU,NVIDIA Quadro P600,740,nvidia_quadro_p600
Graphics/GPU,NVIDIA Volta GPU,750,nvidia_volta_gpu
Graphics/GPU,Optional GPU,760,optional_gpu
Graphics/GPU,(Processor Dependent),770,processor_dependent
Graphics/GPU,Silicon Sil9024A,780,silicon_sil9024a
Graphics/GPU,VIA Chrome645/640 HD,790,via_chrome645640_hd
Graphics/GPU,VIA Chrome9,800,via_chrome9
Graphics/GPU,VIA UniChrome Pro,810,via_unichrome_pro
Hardware Line,Industrial (Fanless),10,industrial_fanless
Hardware Line,Industrial (Fanned),20,industrial_fanned
Hardware Line,Rugged,30,rugged
Hardware Line,Panel PC,40,panel_pc
Hardware Line,Rackmount,50,rackmount
Hardware Line,Server,60,server
Hardware Type,Edge Devices and IoT Gateways,10,edge_devices_and_iot_gateways
Hardware Type,Edge Servers,20,edge_servers
Hardware Type,HMIs,30,hmis
Hardware Type,SCADA Controllers,40,scada_controllers
Input Voltage Type,AC,,ac
Input Voltage Type,DC,,dc
Interface Type,Mini PCIe (Full Height),,mini_pcie_full_height
LAN Controller,1 Intel GPY115 or 2 Intel GPY115,10,1_intel_gpy115_or_2_intel_gpy115
LAN Controller,1 Intel X710 Controller (2 x 10GbE ports),12,1_intel_x710_controller_2_x_10gbe_ports
LAN Controller,1 MaxLinear GPY115 or 2 MaxLinear GPY115,20,1_maxlinear_gpy115_or_2_maxlinear_gpy115
LAN Controller,2 10GbE by Intel X550-AT2,30,2_10gbe_by_intel_x550at2
LAN Controller,2 10GbE by Intel X557-AT2,40,2_10gbe_by_intel_x557at2
LAN Controller,2 Intel i210 Controllers (2x 1GbE ports),42,2_intel_i210_controllers_2x_1gbe_ports
LAN Controller,2 Intel i225-LM/i225V (vPro not supported),44,2_intel_i225lm/i225v_vpro_not_supported
LAN Controller,2 GbE by Intel I210,50,2_gbe_by_intel_i210
LAN Controller,4 GbE by Intel I350-AM4,60,4_gbe_by_intel_i350am4
LAN Controller,Intel 82541PI 10/100/1000,70,intel_82541pi_101001000
LAN Controller,Intel 82574IT 10/100/1000,80,intel_82574it_101001000
LAN Controller,Intel 82574L 10/100/1000,90,intel_82574l_101001000
LAN Controller,Intel 82574LM GbE,100,intel_82574lm_gbe
LAN Controller,Intel 82579L GbE,110,intel_82579l_gbe
LAN Controller,Intel 82579LM PCIe GbE,120,intel_82579lm_pcie_gbe
LAN Controller,Intel 82579LM PCIe GbE w/ iAMT,130,intel_82579lm_pcie_gbe_w_iamt
LAN Controller,Intel 82579V PCIe 10/100/1000,140,intel_82579v_pcie_101001000
LAN Controller,Intel 82583V 10/100/1000,150,intel_82583v_101001000
LAN Controller,Intel 82583V PCIe GbE,160,intel_82583v_pcie_gbe
LAN Controller,Intel I210 GbE,170,intel_i210_gbe
LAN Controller,Intel I210-AT GbE,180,intel_i210at_gbe
LAN Controller,Intel I210-IT GbE,190,intel_i210it_gbe
LAN Controller,Intel I211-AT GbE,200,intel_i211at_gbe
LAN Controller,Intel I211-AT GbE (when configured w/ i5),210,intel_i211at_gbe_when_configured_w_i5
LAN Controller,Intel I217-LM GbE,220,intel_i217lm_gbe
LAN Controller,Intel I217-LM GbE with Intel AMT,230,intel_i217lm_gbe_with_intel_amt
LAN Controller,Intel I217-LML GbE with iAMT 9.0,240,intel_i217lml_gbe_with_iamt_90
LAN Controller,Intel I218 GbE,250,intel_i218_gbe
LAN Controller,Intel I218-LM GbE,260,intel_i218lm_gbe
LAN Controller,Intel I218-LM GbE with AMT,270,intel_i218lm_gbe_with_amt
LAN Controller,Intel I218-V GbE,280,intel_i218v_gbe
LAN Controller,Intel I219 GbE,290,intel_i219_gbe
LAN Controller,Intel I219-LM GbE,300,intel_i219lm_gbe
LAN Controller,Intel I219-LM GbE (when configured w/ i5),310,intel_i219lm_gbe_when_configured_w_i5
LAN Controller,Intel I219-V,320,intel_i219v
LAN Controller,Intel I219-V GbE (when configured w/ i3),330,intel_i219v_gbe_when_configured_w_i3
LAN Controller,Intel I219LM with 10/100/1000 Mbps,340,intel_i219lm_with_101001000_mbps
LAN Controller,Intel I225-IT 2.5 GbE,345,intel_i225it_25_gbe
LAN Controller,Intel I225-LM 2.5 GbE,346,intel_i225lm_25_gbe
LAN Controller,Intel I225-LM with 10/100/1000/2500 Mbps,350,intel_i225lm_with_1010010002500_mbps
LAN Controller,Intel I350,360,intel_i350
LAN Controller,Intel I350 10/100/1000,370,intel_i350_101001000
LAN Controller,Intel I350-AM4,380,intel_i350am4
LAN Controller,Intel Integrated Gb LAN,390,intel_integrated_gb_lan
LAN Controller,Intel W82577LM 10/100/1000,400,intel_w82577lm_101001000
LAN Controller,Intel WG82574L GbE,410,intel_wg82574l_gbe
LAN Controller,Intel WG82579LM GbE,420,intel_wg82579lm_gbe
LAN Controller,Intel WG82583V PCIe GbE,430,intel_wg82583v_pcie_gbe
LAN Controller,Intel X722,440,intel_x722
LAN Controller,LAN1 supports NCSI,450,lan1_supports_ncsi
LAN Controller,Realtek 8111GN-CG PCIe Gb,460,realtek_8111gncg_pcie_gb
LAN Controller,Realtek R8111FPV (DASH) with 10/100/1000 Mbps,470,realtek_r8111fpv_dash_with_101001000_mbps
LAN Controller,Realtek RT8111G,480,realtek_rt8111g
LAN Controller,Realtek RT8111G-CG,490,realtek_rt8111gcg
LAN Controller,Realtek RTL8110SC 10/100/1000,500,realtek_rtl8110sc_101001000
LAN Controller,Realtek RTL8111 10/100/1000,510,realtek_rtl8111_101001000
LAN Controller,Realtek RTL8111B PCIe 10/100/1000,520,realtek_rtl8111b_pcie_101001000
LAN Controller,Realtek RTL8111C 10/100/1000,530,realtek_rtl8111c_101001000
LAN Controller,Realtek RTL8111DL 10/100/1000,540,realtek_rtl8111dl_101001000
LAN Controller,Realtek RTL8111DP GbE,550,realtek_rtl8111dp_gbe
LAN Controller,Realtek RTL8111E 10/100/1000,560,realtek_rtl8111e_101001000
LAN Controller,Realtek RTL8111EVL PCI-E 10/100/1000,570,realtek_rtl8111evl_pcie_101001000
LAN Controller,Realtek RTL8111F 10/100/1000,580,realtek_rtl8111f_101001000
LAN Controller,Realtek RTL8111G,590,realtek_rtl8111g
LAN Controller,Realtek RTL8111GN 10/100/1000,600,realtek_rtl8111gn_101001000
LAN Controller,Realtek RTL8111H,610,realtek_rtl8111h
LAN Controller,Realtek RTL8111H-CG with 10/100/1000 Mbps,620,realtek_rtl8111hcg_with_101001000_mbps
LAN Controller,Realtek RTL8125BG with 10/100/1000/2500 Mbps,630,realtek_rtl8125bg_with_1010010002500_mbps
LAN Controller,Realtek RTL8139D 10/100,640,realtek_rtl8139d_10100
LAN Controller,Realtek RTL8153,645,realtek_rtl8153
LAN Controller,Realtek RTL8211E,650,realtek_rtl8211e
LAN Controller,VIA VT6103 10/100,660,via_vt6103_10100
LAN Controller,VIA VT6113 10/100 base-TX PHY,670,via_vt6113_10100_basetx_phy
LAN Controller,VIA VT6122 10/100/1000,680,via_vt6122_101001000
LAN Controller,VIA VT6130 PCIe 10/100/1000,690,via_vt6130_pcie_101001000
LAN Controller,VIA VT6656,700,via_vt6656
LAN Controller,WG82579LM PCIe GbE w/ iAMT,710,wg82579lm_pcie_gbe_w_iamt
Manufacturer Component Warranty,30 Day Warranty,10,30_day_warranty
Manufacturer Component Warranty,60 Day Warranty,20,60_day_warranty
Manufacturer Component Warranty,1 Year Warranty,30,1_year_warranty
Manufacturer Component Warranty,2 Year Warranty,40,2_year_warranty
Manufacturer Component Warranty,2 Year Limited Warranty,50,2_year_limited_warranty
Manufacturer Component Warranty,3 Year Warranty,60,3_year_warranty
Manufacturer Component Warranty,3 Year Limited Warranty,70,3_year_limited_warranty
Manufacturer Component Warranty,5 Year Warranty,80,5_year_warranty
Manufacturer Component Warranty,Lifetime Warranty,90,lifetime_warranty
Manufacturer Component Warranty,2 years included; 3 or 5 year options available,100,2_years_included;_3_or_5_year_options_available
Memory Buffer,ECC (Buffered),,ecc_buffered
Memory Buffer,Non-ECC (Non-Buffered),,nonecc_nonbuffered
Memory Channels,Single Channel,10,single_channel
Memory Channels,Dual Channel,20,dual_channel
Memory Channels,Triple Channel,30,triple_channel
Memory Channels,Quad Channel,40,quad_channel
Memory Channels,Multi Channel,50,multi_channel
Memory Type,DDR2 DIMM (non-ECC),10,ddr2_dimm_nonecc
Memory Type,DDR2 Onboard,20,ddr2_onboard
Memory Type,DDR2 SO-DIMM (non-ECC),30,ddr2_sodimm_nonecc
Memory Type,DDR3 DIMM (ECC),40,ddr3_dimm_ecc
Memory Type,DDR3 DIMM (non-ECC),50,ddr3_dimm_nonecc
Memory Type,DDR3 Onboard,60,ddr3_onboard
Memory Type,DDR3 SO-DIMM (ECC),70,ddr3_sodimm_ecc
Memory Type,DDR3 SO-DIMM (non-ECC),80,ddr3_sodimm_nonecc
Memory Type,DDR3L DIMM (non-ECC),90,ddr3l_dimm_nonecc
Memory Type,DDR3L SO-DIMM (non-ECC),100,ddr3l_sodimm_nonecc
Memory Type,DDR3L SDRAM,110,ddr3l_sdram
Memory Type,DDR4,120,ddr4
Memory Type,DDR4 ECC UDIMM,130,ddr4_ecc_udimm
Memory Type,DDR4 ECC/non-ECC UDIMM,140,ddr4_eccnonecc_udimm
Memory Type,DDR4 R-DIMM (ECC),150,ddr4_rdimm_ecc
Memory Type,DDR4 SO-DIMM (ECC),160,ddr4_sodimm_ecc
Memory Type,DDR4 SO-DIMM (non-ECC),170,ddr4_sodimm_nonecc
Memory Type,DDR4 SO-DIMM (non-ECC)/DDR4 SO-DIMM (ECC),180,ddr4_sodimm_noneccddr4_sodimm_ecc
Memory Type,DDR5,183,ddr5
Memory Type,DDR5 UDIMM (non-ECC or ECC),185,ddr5_udimm_nonecc_or_ecc
Memory Type,LPDDR4,190,lpddr4
Memory Type,LPDDR4x,200,lpddr4x
Memory Type,XR-DIMM,210,xrdimm
Mobile Frequency Bands,"4G LTE - North America (2, 4, 5, 7, 17)",10,4g_lte_north_america_2_4_5_7_17
Mobile Frequency Bands,"4G LTE (B1, B2, B3, B4, B5, B7, B12, B13, B20, B25, B26, B29, B30, B41)",20,4g_lte_b1_b2_b3_b4_b5_b7_b12_b13_b20_b25_b26_b29_b30_b41
Mobile Frequency Bands,"GSM (850, 900, 1800, 1900)",30,gsm_850_900_1800_1900
Mobile Frequency Bands,"HSPA+/UMTS (B1, B2, B3, B4, B5, B8)",40,hspa_umts_b1_b2_b3_b4_b5_b8
Mobile Frequency Bands,"LTE - Multi-Regional (2, 3, 4, 5, 8, 12, 13, 20, 28)",50,lte_multiregional_2_3_4_5_8_12_13_20_28
Mobile Frequency Bands,"UMTS/DC-HSPA+ (850, 900, AWS, 1900, 2100)",60,umtsdchspa_850_900_aws_1900_2100
Motherboard Chipset,AMD A50M FCH,10,amd_a50m_fch
Motherboard Chipset,AMD A55E,20,amd_a55e
Motherboard Chipset,AMD A55E FCH,30,amd_a55e_fch
Motherboard Chipset,AMD A75 FCH,40,amd_a75_fch
Motherboard Chipset,AMD B450,50,amd_b450
Motherboard Chipset,AMD Hudson E1 FCH,60,amd_hudson_e1_fch
Motherboard Chipset,AMD Hudson M1 FCH,70,amd_hudson_m1_fch
Motherboard Chipset,AMD Premium X570,80,amd_premium_x570
Motherboard Chipset,Freescale Semiconductor,90,freescale_semiconductor
Motherboard Chipset,ICH10R,100,ich10r
Motherboard Chipset,Intel 945GSE/ICH7M,110,intel_945gseich7m
Motherboard Chipset,Intel C226,120,intel_c226
Motherboard Chipset,Intel C236,130,intel_c236
Motherboard Chipset,Intel C246,140,intel_c246
Motherboard Chipset,Intel C621,150,intel_c621
Motherboard Chipset,Intel GM45/ICH9M,160,intel_gm45ich9m
Motherboard Chipset,Intel GM45/ICH9ME,170,intel_gm45ich9me
Motherboard Chipset,Intel GME965/ICH8M,180,intel_gme965ich8m
Motherboard Chipset,Intel H110,190,intel_h110
Motherboard Chipset,Intel H310,200,intel_h310
Motherboard Chipset,Intel H410,210,intel_h410
Motherboard Chipset,Intel H61,220,intel_h61
Motherboard Chipset,Intel H77,230,intel_h77
Motherboard Chipset,Intel H81,240,intel_h81
Motherboard Chipset,Intel HM55,250,intel_hm55
Motherboard Chipset,Intel HM65,260,intel_hm65
Motherboard Chipset,Intel HM76,270,intel_hm76
Motherboard Chipset,Intel ICH10R,280,intel_ich10r
Motherboard Chipset,Intel ICH8M,290,intel_ich8m
Motherboard Chipset,Intel ICH9R,300,intel_ich9r
Motherboard Chipset,Intel MCP,310,intel_mcp
Motherboard Chipset,Intel NM10,320,intel_nm10
Motherboard Chipset,Intel NM70,330,intel_nm70
Motherboard Chipset,Intel Q170,340,intel_q170
Motherboard Chipset,Intel Q370,350,intel_q370
Motherboard Chipset,Intel Q470,360,intel_q470
Motherboard Chipset,Intel Q77,370,intel_q77
Motherboard Chipset,Intel Q87,380,intel_q87
Motherboard Chipset,Intel QM57,390,intel_qm57
Motherboard Chipset,Intel QM67,400,intel_qm67
Motherboard Chipset,Intel QM77,410,intel_qm77
Motherboard Chipset,Intel QM87,420,intel_qm87
Motherboard Chipset,Intel QS77,430,intel_qs77
Motherboard Chipset,Intel R680E,434,intel_r680e
Motherboard Chipset,Mobile Intel HM175,440,mobile_intel_hm175
Motherboard Chipset,Shared with CPU,450,shared_with_cpu
Motherboard Chipset,VIA CN700/VT8237R,460,via_cn700vt8237r
Motherboard Chipset,VIA CX700,470,via_cx700
Motherboard Chipset,VIA VX11H,480,via_vx11h
Motherboard Chipset,VIA VX855,490,via_vx855
Motherboard Chipset,VIA VX900,500,via_vx900
Motherboard Chipset,VIA VX900H,510,via_vx900h
Motherboard Chipset,W480E,520,w480e
Motherboard Chipset,W680,530,w680
Motherboard Form Factor,"3.5""",10,35
Motherboard Form Factor,4x4,20,4x4
Motherboard Form Factor,ATX,30,atx
Motherboard Form Factor,Micro-ATX,40,microatx
Motherboard Form Factor,Mini-ITX,50,miniitx
Motherboard Form Factor,Nano-ITX,60,nanoitx
Motherboard Form Factor,NUC,70,nuc
Motherboard Form Factor,Pico-ITX,80,picoitx
Motherboard Form Factor,Thin Mini-ITX,90,thin_miniitx
Motherboard Form Factor,UTX,100,utx
Motherboard Raid Support,0+1,80,0_1
Motherboard Raid Support,1+0,90,1_0
Motherboard Raid Support,5+0,140,5_0
Motherboard Raid Support,0,10,0
Motherboard Raid Support,1,20,1
Motherboard Raid Support,5,30,5
Motherboard Raid Support,6,40,6
Motherboard Raid Support,10,50,10
Motherboard Raid Support,None,60,none
Motherboard Raid Support,0/1,70,1
Motherboard Raid Support,1E,100,1e
Motherboard Raid Support,2,110,2
Motherboard Raid Support,3,120,3
Motherboard Raid Support,4,130,4
Motherboard Raid Support,5EE,150,5ee
Network Standards,IEEE 802.11a/b/g,10,ieee_80211abg
Network Standards,IEEE 802.11a/b/g/n,20,ieee_80211abgn
Network Standards,IEEE 802.11a/b/g/n/ac,30,ieee_80211abgnac
Network Standards,IEEE 802.11a/g/n,40,ieee_80211agn
Network Standards,IEEE 802.11b/g,50,ieee_80211bg
Network Standards,IEEE 802.11b/g/n,60,ieee_80211bgn
Network Standards,IEEE 802.3,70,ieee_8023
Network Standards,IEEE 802.3/u/ab/z,80,ieee_8023uabz
Network Standards,IEEE 802.3ab,90,ieee_8023ab
Network Standards,IEEE 802.3af,100,ieee_8023af
Network Standards,IEEE 802.3at,110,ieee_8023at
Network Standards,IEEE 802.3u,120,ieee_8023u
Network Standards,ZigBee 802.15.4,130,zigbee_802154
Networking Type,Wired,,wired
Networking Type,Wireless,,wireless
Optical Drive Bay,None,10,none
Optical Drive Bay,"5.25""",20,525
Optical Drive Bay,Slimline,30,slimline
Partner,AMD,10,amd
Partner,AWS,20,aws
Partner,Inductive Automation,30,inductive_automation
Partner,Intel,40,intel
Partner,Microsoft Azure,50,microsoft_azure
Partner,Raspberry Pi,60,raspberry_pi
Partner,Red Hat,70,red_hat
Partner,ThinManager,80,thinmanager
Partner,Ubuntu,90,ubuntu
Power Automotive Features,Automotive Intelligence,10,automotive_intelligence
Power Automotive Features,Peripheral Power Out,20,peripheral_power_out
Power Automotive Features,Wide Input,30,wide_input
Power Cable Connectors,Side A: C13 / Side B: BS1363,10,side_a_c13_side_b_bs1363
Power Cable Connectors,Side A: C13 / Side B: CEE 7/7,20,side_a_c13_side_b_cee_77
Power Cable Connectors,Side A: C13 / Side B: NEMA 5-15-P,30,side_a_c13_side_b_nema_515p
Power Cable Coupler,C13 to C14,30,c13_to_c14
Power Cable Coupler,C5 to C6,10,c5_to_c6
Power Cable Coupler,C7 to C8,20,c7_to_c8
Power Input Connector,2-pin Terminal Block,10,2pin_terminal_block
Power Input Connector,3-pin Terminal Block,20,3pin_terminal_block
Power Input Connector,2 3-pin Terminal Block,30,2_3pin_terminal_block
Power Input Connector,4-pin,40,4pin
Power Input Connector,4-pin ATX,50,4pin_atx
Power Input Connector,4-pin DC Jack,60,4pin_dc_jack
Power Input Connector,4-pin DIN,70,4pin_din
Power Input Connector,4-pin Mini-DIN,80,4pin_minidin
